id,title,author,isbn,parent_genre,genre,sub_genre,price,pages,publisher,year,description
905,Very First Sight Words Sentences Level 1 [Paperback] Dreamland Publications,Dreamland Publications,9785439627361,Children & Young Adult,Children's Books,Growing Up & Facts of Life,1.62,554,Vintage Books,1995,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
906,Very First Sight Words Sentences Level 1 [Paperback] Dreamland Publications,Dreamland Publications,9781727223970,Education,Reference,"Words, Language & Grammar",1.62,678,Hachette Livre,1959,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
907,Very First Sight Words Sentences Level 1 [Paperback] Dreamland Publications,Dreamland Publications,9784226931212,Children & Young Adult,Children's Books,Picture Books,1.62,1073,HarperCollins,1967,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
908,Very First Sight Words Sentences Level 1 [Paperback] Dreamland Publications,Dreamland Publications,9786182091664,Children & Young Adult,Children's Books,Language Learning,1.62,1083,Oxford University Press,1991,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
909,Llama Llama Red Pajama,Anna Dewdney,9780231429003,Children & Young Adult,Children's Books,Animals & Pets,3.78,883,Penguin Books,1981,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
910,MISERY (REISSUE),Stephen King,9781327972456,Fiction,"Fantasy, Horror & Science Fiction",Horror,4.59,811,Vintage Books,2018,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
911,Lovelight Farms: The feel-good friends-to-lovers Romcom,B.K. Borison,9780848100189,Fiction,Romance,Holidays,2.78,1192,Bloomsbury Publishing,1966,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
912,Lovelight Farms: The feel-good friends-to-lovers Romcom,B.K. Borison,9786203036626,Fiction,Romance,Small Town Romance,2.78,1065,Scholastic,1962,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
913,Broken Whispers: An Arranged Marriage Mafia Romance (Perfectly Imperfect Book 2),Neva Altaj,9786172131453,Fiction,Romance,Enemies to Lovers,3.66,685,Scholastic,2014,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
914,Broken Whispers: An Arranged Marriage Mafia Romance (Perfectly Imperfect Book 2),Neva Altaj,9781510922680,Fiction,Romance,Multicultural & Interracial,3.66,277,Simon & Schuster,2010,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
915,Broken Whispers: An Arranged Marriage Mafia Romance (Perfectly Imperfect Book 2),Neva Altaj,9786249451476,Fiction,Romance,Action & Adventure,3.66,528,Random House,2018,"Narración brillante que combina suspense, emoción y reflexión filosófica."
916,The Communist Manifesto,Karl Marx,9780225267718,Education,Higher Education Textbooks,Social Sciences,1.08,310,Hachette Livre,1990,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
917,The Communist Manifesto,Karl Marx,9784215226552,Non-Fiction,Politics,Political Ideologies,1.08,668,Oxford University Press,1963,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
918,The Communist Manifesto,Karl Marx,9786952366875,Business & Law,Business & Economics,Economics,1.08,939,Simon & Schuster,1979,"Cautivadora desde el primer capítulo, con un desenlace que sorprende y conmueve."
919,"Guns, Germs and Steel : The MILLION-COPY bestselling history of everybody (20th Anniversary Edition)",Jared Diamond,9788836196891,Non-Fiction,Society & Social Sciences,Anthropology,4.7,995,Random House,1994,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
920,"Guns, Germs and Steel : The MILLION-COPY bestselling history of everybody (20th Anniversary Edition)",Jared Diamond,9785030587219,Science & Technology,"Sciences, Technology & Medicine",Biology & Life Sciences,4.7,746,Hachette Livre,2020,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
921,"Guns, Germs and Steel: The Fate of Human Societies",Jared Diamond,9782472863337,Non-Fiction,Society & Social Sciences,Anthropology,13.82,586,Simon & Schuster,1978,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
922,"Guns, Germs and Steel : The MILLION-COPY bestselling history of everybody (20th Anniversary Edition)",Jared Diamond,9782606501912,Education,Higher Education Textbooks,Social Sciences,4.7,950,Oxford University Press,2009,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
923,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,9780252131097,Business & Law,Business & Economics,Industries,4.44,317,Random House,1984,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
924,"Guns, Germs and Steel : The MILLION-COPY bestselling history of everybody (20th Anniversary Edition)",Jared Diamond,9787284765707,Science & Technology,Science & Mathematics,Biology & Life Sciences,4.7,440,Macmillan Publishers,2023,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
925,Rule Number Five: A College Hockey Romance (Rule Breaker Series Book 1),J. Wilder,9780092820666,Fiction,Romance,New Adult & College,4.58,1031,HarperCollins,1956,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
926,Not My Match (The Game Changers Book 2),Ilsa Madden-Mills,9789843624188,Fiction,Romance,Small Town Romance,1.42,733,Penguin Books,2008,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
927,The Way I Used To Be: The TikTok sensation,Amber Smith,9786903628917,Children & Young Adult,Teen & Young Adult,Social & Family Issues,3.83,312,Simon & Schuster,2006,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
928,GREAT STORIES FOR CHILDREN,Ruskin Bond,9786620563416,Fiction,Literature & Fiction,Short Stories,1.62,791,Vintage Books,2013,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
929,All About Love: New Visions: 1 (Love Song to the Nation),bell hooks,9789503428117,Non-Fiction,Society & Social Sciences,Ethnography,5.16,895,Hachette Livre,2005,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
930,Tempted By The Devil (Kings Of Mafia),Michelle Heard,9784383034191,Fiction,Romance,Contemporary,4.58,342,Hachette Livre,1958,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
931,Tempted By The Devil (Kings Of Mafia),Michelle Heard,9787005140541,Fiction,Literature & Fiction,"Crime, Thriller & Mystery",4.58,1070,Simon & Schuster,1971,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
932,Tempted By The Devil (Kings Of Mafia),Michelle Heard,9785652156813,Fiction,Romance,Romantic Suspense,4.58,1081,Vintage Books,1952,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
933,Metamorphosis,Franz Kafka,9789679042279,Fiction,Literature & Fiction,Classic Fiction,0.98,923,Hachette Livre,2021,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
934,METAMORPHOSIS (PB),Franz Kafka,9783228898577,Fiction,"Fantasy, Horror & Science Fiction",Horror,1.64,560,Simon & Schuster,2007,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
935,Zen and the Art of Motorcycle Maintenance : 40th Anniversary Edition,Robert Pirsig,9785960633996,Science & Technology,"Sciences, Technology & Medicine",Transportation & Automotive,4.28,139,Random House,2021,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
936,Zen and the Art of Motorcycle Maintenance : 40th Anniversary Edition,Robert Pirsig,9787102481711,Non-Fiction,Religion,Buddhism,4.28,675,Hachette Livre,1957,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
937,Relentless: From Good to Great to Unstoppable (Tim Grover Winning Series),Tim S. Grover,9784214955119,Lifestyle & Leisure,Sports,Training & Coaching,3.48,628,Scholastic,1994,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
938,"The Happy Ever After Playlist: 'Full of fierce humour and fiercer heart' Casey McQuiston, New York Times bestselling author of Red, White & Royal Blue",Abby Jimenez,9787472197052,Fiction,Romance,Holidays,2.14,1119,HarperCollins,2011,Una novela que desafía convenciones y ofrece una perspectiva fresca y reveladora.
939,The God Delusion : 10th Anniversary Edition,Richard Dawkins,9789275895510,Non-Fiction,Religion,New Age & Spirituality,4.37,520,Vintage Books,1968,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
940,The God Delusion : 10th Anniversary Edition,Richard Dawkins,9784090380219,Non-Fiction,Religion,Religious Studies,4.37,917,Oxford University Press,1958,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
941,400 Days,Chetan Bhagat,9789613671573,Fiction,Romance,Romantic Suspense,2.3,204,Random House,1995,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
942,400 Days,Chetan Bhagat,9781121663658,Fiction,"Crime, Thriller & Mystery",Thrillers and Suspense,2.3,741,Simon & Schuster,1958,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
943,400 Days,Chetan Bhagat,9789737147089,Fiction,"Crime, Thriller & Mystery",Thrillers and Suspense,1.54,615,Hachette Livre,1985,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
944,400 Days,Chetan Bhagat,9783590960561,Fiction,Literature & Fiction,"Crime, Thriller & Mystery",2.3,730,HarperCollins,2022,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
945,Outlive: The Science and Art of Longevity,Bill Gifford,9783064421210,Science & Technology,"Sciences, Technology & Medicine",Biology & Life Sciences,4.94,922,Penguin Books,1982,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
946,Outlive: The Science and Art of Longevity,Bill Gifford,9784768342012,Science & Technology,Science & Mathematics,Biology & Life Sciences,4.94,881,Penguin Books,1953,"Escrita con una prosa elegante, esta obra es un referente en la literatura contemporánea."
947,"Dying To Be Me : My Journey from Cancer: My Journey from Cancer, to Near Death, to True Healing",Anita Moorjani,9782356778266,Non-Fiction,"Biographies, Diaries & True Accounts",True Accounts,2.73,985,Bloomsbury Publishing,2012,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
948,Diary of a Wimpy Kid : Diper Ã–verlode,Jeff Kinney,9780893199259,Children & Young Adult,Children's Books,Humour,3.93,950,Scholastic,2005,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
949,"Diary of a Wimpy Kid: Diper Överlöde (Book 17) (Diary of a Wimpy Kid, 17)",Jeff Kinney,9787275164804,Children & Young Adult,Children's Books,Literature & Fiction,2.5,896,Hachette Livre,1967,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
950,"Diary of a Wimpy Kid: Diper Överlöde (Book 17) (Diary of a Wimpy Kid, 17)",Jeff Kinney,9789103368299,Children & Young Adult,Children's Books,Comics & Graphic Novels,2.5,613,Bloomsbury Publishing,2000,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
951,Diary of a Wimpy Kid : Diper Ã–verlode,Jeff Kinney,9783390550447,Fiction,Comics & Mangas,Comics,3.93,191,HarperCollins,1977,Repleta de personajes complejos y giros inesperados que no te dejarán soltar el libro.
952,"Diary of a Wimpy Kid: Diper Överlöde (Book 17) (Diary of a Wimpy Kid, 17)",Jeff Kinney,9787665586854,Children & Young Adult,Children's Books,Growing Up & Facts of Life,2.5,629,Bloomsbury Publishing,2007,Imprescindible para cualquier amante de la lectura; una historia que perdura en la memoria.
953,"Diary of a Wimpy Kid: Diper Överlöde (Book 17) (Diary of a Wimpy Kid, 17)",Jeff Kinney,9786528928666,Children & Young Adult,Children's Books,Humour,2.5,1074,Macmillan Publishers,1989,Un relato profundo y emotivo que explora la condición humana con maestría literaria.
954,The Richest Man In Babylon - Fingerprint!,George S. Clason,9789111109611,Business & Law,Business & Economics,Economics,1.09,528,Scholastic,2018,"Narración brillante que combina suspense, emoción y reflexión filosófica."
955,The Richest Man In Babylon - Fingerprint!,George S. Clason,9781789046336,Business & Law,Business & Economics,Analysis & Strategy,1.09,775,HarperCollins,1988,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
956,AUTOBIOGRAPHY OF A YOGI,Paramahansa Yogananda,9781371576608,Non-Fiction,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,2.19,173,Vintage Books,1992,Un viaje apasionante a través de ideas que transforman la manera de ver el mundo.
957,Autobiography of A Yogi,Paramahansa Yogananda,9784444630609,Non-Fiction,"Biographies, Diaries & True Accounts",True Accounts,1.75,711,Scholastic,1979,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
958,AUTOBIOGRAPHY OF A YOGI,Paramahansa Yogananda,9785895529637,Non-Fiction,History,Biographies & Autobiographies,2.19,996,Penguin Books,2022,"Un clásico moderno que mezcla aventura, drama y crítica social de forma magistral."
959,Autobiography of a Yogi,Paramahansa Yogananda,9789609626267,Non-Fiction,History,Biographies & Autobiographies,12.39,919,Hachette Livre,2015,Una obra maestra que redefine el género y cautiva al lector desde la primera página.
